case_url,source_case_id,final_url,retrieval_status,html_bytes,html_sha256,page_title,error
https://www.geipan.fr/fr/cas/1975-02-00210,1975-02-00210,https://www.geipan.fr/fr/cas/1975-02-00210,DOWNLOADED,19004,09907eccc5468d784a024b322d0ce3b52aa9c896526470a1e1dada2a06bb993f,VERNOUX-EN-VIVARAIS (07) 25.02.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-03-00216,1975-03-00216,https://www.geipan.fr/fr/cas/1975-03-00216,DOWNLOADED,21723,605f54e94d5f4fb6759ecd611dff82832d7ac4f5db0647b22b35408cb1221f3d,SAINT-HILAIRE-LEZ-CAMBRAI (59) 31.03.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1975-09-00262,1975-09-00262,https://www.geipan.fr/fr/cas/1975-09-00262,DOWNLOADED,19050,9750e2f0c60c133dc121a081d9299972e01ac22eaa015971f46f062be0e0bfd5,JEUMONT (59) 26.09.1975 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00278,1976-01-00278,https://www.geipan.fr/fr/cas/1976-01-00278,DOWNLOADED,18817,5fe581f8dd50f5c1292516449d97582b3f4395bdab125062119bc5a78b5cee6c,SAINS-RICHAUMONT (02) 01.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00279,1976-01-00279,https://www.geipan.fr/fr/cas/1976-01-00279,DOWNLOADED,19408,93df1b40e4c315bf7ba1f1fde097b282c20f2965ade3bf531a87166b07500ed9,DOMENE (38) --.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00280,1976-01-00280,https://www.geipan.fr/fr/cas/1976-01-00280,DOWNLOADED,18530,2a414525241997afeda6815021fc379f70927613a3a524de4e8ab21f808b61d1,SAINT-PIERRE (974) 09.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00281,1976-01-00281,https://www.geipan.fr/fr/cas/1976-01-00281,DOWNLOADED,18759,31c6af6966f5402f023a4f5826698bed6cc450cc2a98465ecf3a2ecb34258030,GRIMAUD (83) 10.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00282,1976-01-00282,https://www.geipan.fr/fr/cas/1976-01-00282,DOWNLOADED,18782,8c82297f0dcf81884cff9ee02c686c35476f33d464d1f025c974e59e13af344c,VALBONNAIS (38) 13.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00283,1976-01-00283,https://www.geipan.fr/fr/cas/1976-01-00283,DOWNLOADED,18595,c91ba2dfe282fe5ca25581d3d1dfbfcfc54f40378af7fd797d43b4113d96a3d6,NEUVILLE-SAINT-VAAST (62) 17.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00284,1976-01-00284,https://www.geipan.fr/fr/cas/1976-01-00284,DOWNLOADED,18834,7bc36ce3bbfc7c06937071c1835c2a93fe1f472069ce3cefcb048d86da3f75c0,ESPALION (12) 19.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-00285,1976-01-00285,https://www.geipan.fr/fr/cas/1976-01-00285,DOWNLOADED,18751,bb21c65a0de014acf696c6e3baef5c97ebdc53f7b20880fdd4f3d61f41ac09f2,CHANTONAY (85) 24.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-01-02676,1976-01-02676,https://www.geipan.fr/fr/cas/1976-01-02676,DOWNLOADED,18549,3e20ebb85f39315829355e0b931e03c91eae388f0f1b4a40b7512046f1963628,CHAMBOURG-SUR-INDRE (37) 31.01.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
https://www.geipan.fr/fr/cas/1976-02-00286,1976-02-00286,https://www.geipan.fr/fr/cas/1976-02-00286,DOWNLOADED,19105,76d50bc430a6d0832bf531d1ed87257cba11bfac102cf6eff70342e9e8195852,LAUZET-UBAYE (04) 03.02.1976 | GEIPAN Orange arrow icon Orange arrow icon Orange arrow icon Arrow,
